inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0028915,2026-02-22 00:00:00,M13,DRH-001,187,2,0.0159,PASS,气泡,QC-D,ISO 9001
QI-0028916,2025-05-04 20:00:00,M22,BUM-013,106,0,0.0012,PASS,,QC-C,IATF 16949
QI-0028917,2025-12-26 01:00:00,M28,LFR-009,72,0,0.0037,PASS,,QC-D,ISO 9001
QI-0028918,2024-11-06 20:00:00,M26,LFR-010,86,0,0.0079,PASS,,QC-B,ISO 9001
QI-0028919,2025-08-04 09:00:00,M06,VEN-019,151,0,0.0006,PASS,,QC-C,客户标准
QI-0028920,2024-11-18 21:00:00,M19,HND-011,153,1,0.0067,FAIL,缺料,QC-C,IATF 16949
QI-0028921,2024-06-30 20:00:00,M14,BUM-002,178,4,0.0279,PASS,熔接痕,QC-B,IATF 16949
QI-0028922,2024-02-13 19:00:00,M01,VEN-005,144,1,0.007,PASS,缩痕,QC-A,客户标准
QI-0028923,2026-04-10 14:00:00,M10,DRH-005,84,1,0.0173,PASS,缺料,QC-D,IATF 16949
QI-0028924,2025-11-21 07:00:00,M26,LRB-001,49,0,0.0183,PASS,,QC-C,IATF 16949
QI-0028925,2024-10-18 20:00:00,M24,WLC-001,43,0,0.0045,PASS,,QC-B,客户标准
QI-0028926,2024-05-18 20:00:00,M22,TLM-007,183,5,0.0326,PASS,变形,QC-A,ISO 9001
QI-0028927,2024-02-20 08:00:00,M25,DUO-008,30,0,0.0149,PASS,,QC-A,IATF 16949
QI-0028928,2026-01-19 05:00:00,M10,DRH-022,39,0,0.0071,PASS,,QC-D,ISO 9001
QI-0028929,2024-10-19 20:00:00,M21,BUM-021,35,0,0.0088,PASS,,QC-D,ISO 9001
QI-0028930,2024-12-25 02:00:00,M17,BUM-015,159,0,0.0007,PASS,,QC-B,ISO 9001
QI-0028931,2024-03-03 15:00:00,M29,LRB-011,38,1,0.0265,PASS,缩痕,QC-D,IATF 16949
QI-0028932,2024-07-29 04:00:00,M21,BUM-028,164,2,0.0171,PASS,缺料,QC-C,IATF 16949
QI-0028933,2025-12-22 04:00:00,M26,LFR-018,63,1,0.0275,PASS,黑点,QC-A,IATF 16949
QI-0028934,2024-09-27 18:00:00,M23,DUO-022,78,0,0.0031,PASS,,QC-B,客户标准
QI-0028935,2026-01-17 15:00:00,M05,VEN-020,196,0,0.0005,PASS,,QC-A,客户标准
QI-0028936,2024-12-12 23:00:00,M29,LFR-012,157,0,0.0009,PASS,,QC-C,ISO 9001
QI-0028937,2024-05-02 17:00:00,M16,HND-028,144,0,0.0029,PASS,,QC-B,客户标准
QI-0028938,2026-01-19 01:00:00,M23,DUO-004,92,0,0.0021,PASS,,QC-A,客户标准
QI-0028939,2024-12-03 20:00:00,M19,TLM-010,163,0,0.0052,PASS,,QC-B,客户标准
QI-0028940,2026-04-18 00:00:00,M19,TLM-023,129,0,0.0052,PASS,,QC-D,客户标准
QI-0028941,2025-03-17 23:00:00,M29,LRB-005,21,0,0.0098,PASS,,QC-C,ISO 9001
QI-0028942,2026-02-26 20:00:00,M16,TLM-008,72,1,0.0186,PASS,变形,QC-D,ISO 9001
QI-0028943,2026-02-03 03:00:00,M09,VEN-023,42,0,0.0193,PASS,,QC-D,客户标准
QI-0028944,2024-02-20 13:00:00,M22,TLM-012,136,3,0.0237,PASS,缩痕,QC-C,客户标准
QI-0028945,2024-06-20 23:00:00,M19,BUM-027,55,0,0.0056,PASS,,QC-C,ISO 9001
QI-0028946,2026-04-13 22:00:00,M29,LFR-019,32,0,0.0081,PASS,,QC-D,客户标准
QI-0028947,2024-08-06 05:00:00,M27,LRB-004,42,0,0.0037,PASS,,QC-A,ISO 9001
QI-0028948,2026-04-29 08:00:00,M06,CUP-022,83,0,0.0069,PASS,,QC-A,ISO 9001
QI-0028949,2024-03-28 00:00:00,M17,HND-007,137,0,0.0021,PASS,,QC-A,IATF 16949
QI-0028950,2025-06-30 10:00:00,M09,DRH-012,41,1,0.0279,PASS,色差,QC-C,客户标准
QI-0028951,2025-01-18 20:00:00,M04,VEN-015,134,0,0.0028,PASS,,QC-A,客户标准
QI-0028952,2024-08-08 07:00:00,M03,VEN-024,103,0,0.0077,PASS,,QC-A,IATF 16949
QI-0028953,2024-02-09 12:00:00,M15,TLM-023,149,1,0.0077,FAIL,变形,QC-C,ISO 9001
QI-0028954,2024-11-29 19:00:00,M03,DRH-002,165,1,0.0114,PASS,气泡,QC-A,IATF 16949
QI-0028955,2025-03-30 21:00:00,M22,BUM-005,86,0,0.0061,PASS,,QC-C,IATF 16949
QI-0028956,2024-09-21 03:00:00,M17,HND-018,120,0,0.0032,PASS,,QC-B,IATF 16949
QI-0028957,2024-12-22 12:00:00,M11,VEN-025,188,0,0.0025,PASS,,QC-D,IATF 16949
QI-0028958,2025-08-08 12:00:00,M17,TLM-013,34,0,0.0111,PASS,,QC-D,客户标准
QI-0028959,2025-02-14 15:00:00,M18,BUM-009,92,1,0.0177,PASS,气泡,QC-D,ISO 9001
QI-0028960,2024-03-26 19:00:00,M09,VEN-015,41,0,0.0139,PASS,,QC-C,IATF 16949
QI-0028961,2025-11-15 22:00:00,M28,LRB-014,189,2,0.015,PASS,银纹,QC-D,IATF 16949
QI-0028962,2024-08-11 11:00:00,M10,DRH-027,60,1,0.0169,PASS,缩痕,QC-A,ISO 9001
QI-0028963,2026-02-01 04:00:00,M06,VEN-001,31,0,0.0022,PASS,,QC-B,IATF 16949
QI-0028964,2025-10-07 14:00:00,M17,TLM-022,90,0,0.0055,PASS,,QC-C,客户标准
QI-0028965,2026-04-22 23:00:00,M02,DRH-015,34,0,0.0014,PASS,,QC-D,客户标准
QI-0028966,2025-08-30 09:00:00,M21,HND-005,115,4,0.0355,PASS,银纹,QC-A,ISO 9001
QI-0028967,2025-04-03 13:00:00,M20,TLM-010,174,0,0.0037,PASS,,QC-D,ISO 9001
QI-0028968,2025-05-19 17:00:00,M28,LRB-001,94,1,0.0135,PASS,变形,QC-B,客户标准
QI-0028969,2025-10-11 23:00:00,M28,LFR-003,147,2,0.0159,PASS,缺料,QC-C,客户标准
QI-0028970,2024-05-23 16:00:00,M14,TLM-004,97,1,0.0147,PASS,银纹,QC-B,ISO 9001
QI-0028971,2025-01-20 11:00:00,M25,DUO-008,169,1,0.0076,PASS,飞边,QC-C,IATF 16949
QI-0028972,2024-09-16 11:00:00,M02,VEN-002,134,2,0.0159,PASS,熔接痕,QC-D,ISO 9001
QI-0028973,2024-05-08 23:00:00,M17,TLM-015,56,1,0.0337,PASS,变形,QC-D,IATF 16949
QI-0028974,2024-03-18 12:00:00,M25,WLC-023,127,3,0.0281,PASS,熔接痕,QC-D,客户标准
QI-0028975,2025-07-01 11:00:00,M03,CUP-012,134,1,0.0085,PASS,气泡,QC-D,客户标准
QI-0028976,2024-01-19 22:00:00,M20,HND-011,181,0,0.0017,PASS,,QC-B,ISO 9001
QI-0028977,2024-04-17 09:00:00,M02,VEN-018,72,0,0.0096,PASS,,QC-C,ISO 9001
QI-0028978,2026-03-09 19:00:00,M09,VEN-010,94,0,0.0062,PASS,,QC-A,客户标准
QI-0028979,2024-09-06 23:00:00,M07,CUP-011,86,0,0.0076,PASS,,QC-D,客户标准
QI-0028980,2024-10-29 05:00:00,M12,DRH-015,156,0,0.0029,PASS,,QC-A,ISO 9001
QI-0028981,2025-01-26 14:00:00,M21,BUM-013,55,0,0.0074,PASS,,QC-D,客户标准
QI-0028982,2025-03-02 03:00:00,M13,CUP-023,72,2,0.0345,PASS,飞边,QC-D,客户标准
QI-0028983,2025-12-04 06:00:00,M13,VEN-027,66,1,0.0248,PASS,银纹,QC-C,IATF 16949
QI-0028984,2024-02-29 09:00:00,M25,TLP-001,70,0,0.0062,PASS,,QC-B,IATF 16949
QI-0028985,2025-11-27 16:00:00,M17,HND-013,127,0,0.0046,PASS,,QC-A,客户标准
QI-0028986,2025-04-23 20:00:00,M11,DRH-023,63,0,0.0029,PASS,,QC-C,客户标准
QI-0028987,2025-05-19 22:00:00,M18,HND-011,119,1,0.0133,PASS,变形,QC-D,客户标准
QI-0028988,2025-01-02 03:00:00,M26,LFR-004,149,0,0.0028,PASS,,QC-A,客户标准
QI-0028989,2026-01-09 12:00:00,M27,LRB-021,32,0,0.0082,PASS,,QC-B,ISO 9001
QI-0028990,2025-09-22 19:00:00,M19,HND-001,187,1,0.0096,PASS,缩痕,QC-D,IATF 16949
QI-0028991,2024-01-25 06:00:00,M21,BUM-004,61,0,0.0156,PASS,,QC-D,IATF 16949
QI-0028992,2024-12-08 09:00:00,M16,HND-004,161,4,0.0304,PASS,色差,QC-A,ISO 9001
QI-0028993,2024-05-23 02:00:00,M09,CUP-006,75,1,0.0146,PASS,银纹,QC-C,IATF 16949
QI-0028994,2026-01-04 11:00:00,M01,VEN-023,122,0,0.0016,PASS,,QC-D,客户标准
QI-0028995,2024-03-19 16:00:00,M29,LFR-010,122,6,0.05,PASS,变形,QC-D,客户标准
QI-0028996,2024-02-14 19:00:00,M04,DRH-025,26,0,0.0062,PASS,,QC-C,IATF 16949
QI-0028997,2024-12-03 10:00:00,M28,LRB-003,121,3,0.0301,FAIL,缺料,QC-A,IATF 16949
QI-0028998,2026-02-11 11:00:00,M17,TLM-004,33,0,0.0223,PASS,,QC-B,客户标准
QI-0028999,2025-06-10 16:00:00,M10,CUP-023,72,0,0.0013,PASS,,QC-C,ISO 9001
QI-0029000,2024-07-06 07:00:00,M29,LRB-005,175,0,0.0038,PASS,,QC-C,ISO 9001
QI-0029001,2025-10-21 12:00:00,M19,HND-012,156,1,0.0099,PASS,银纹,QC-D,客户标准
QI-0029002,2024-12-02 19:00:00,M23,TLP-008,194,1,0.0065,PASS,熔接痕,QC-C,客户标准
QI-0029003,2025-10-26 10:00:00,M29,LFR-011,48,2,0.05,PASS,缺料,QC-B,IATF 16949
QI-0029004,2025-10-11 10:00:00,M11,VEN-008,193,0,0.0037,PASS,,QC-C,IATF 16949
QI-0029005,2024-02-11 15:00:00,M26,LFR-011,130,1,0.0081,PASS,黑点,QC-A,IATF 16949
QI-0029006,2024-11-23 22:00:00,M19,TLM-017,82,0,0.0074,PASS,,QC-B,ISO 9001
QI-0029007,2025-06-17 04:00:00,M27,LFR-003,163,0,0.0042,PASS,,QC-B,客户标准
QI-0029008,2025-12-31 14:00:00,M20,HND-028,46,1,0.038,PASS,飞边,QC-B,客户标准
QI-0029009,2024-02-20 15:00:00,M24,DUO-017,135,0,0.0074,PASS,,QC-B,IATF 16949
QI-0029010,2026-01-21 14:00:00,M13,VEN-007,88,0,0.0057,PASS,,QC-C,IATF 16949
QI-0029011,2026-04-14 09:00:00,M09,CUP-007,157,1,0.0085,PASS,缩痕,QC-D,IATF 16949
QI-0029012,2024-04-04 23:00:00,M17,TLM-024,23,0,0.0044,PASS,,QC-D,客户标准
QI-0029013,2025-07-22 00:00:00,M27,LFR-008,82,1,0.0126,PASS,熔接痕,QC-A,ISO 9001
QI-0029014,2024-05-03 01:00:00,M10,DRH-024,125,0,0.0046,PASS,,QC-A,ISO 9001
QI-0029015,2025-06-21 21:00:00,M08,CUP-004,119,2,0.0223,PASS,色差,QC-C,客户标准
QI-0029016,2025-05-27 14:00:00,M05,VEN-010,162,0,0.0022,PASS,,QC-D,客户标准
QI-0029017,2024-09-04 17:00:00,M18,HND-019,180,2,0.0116,PASS,熔接痕,QC-B,ISO 9001
QI-0029018,2026-01-24 19:00:00,M15,HND-021,45,0,0.0072,PASS,,QC-B,客户标准
QI-0029019,2025-09-25 04:00:00,M10,DRH-016,194,2,0.0137,PASS,色差,QC-A,ISO 9001
QI-0029020,2024-09-09 13:00:00,M02,DRH-006,174,0,0.0024,PASS,,QC-D,ISO 9001
QI-0029021,2024-06-16 03:00:00,M14,BUM-020,143,1,0.0116,PASS,气泡,QC-C,IATF 16949
QI-0029022,2024-11-30 06:00:00,M25,WLC-008,51,0,0.0081,PASS,,QC-D,IATF 16949
QI-0029023,2026-03-23 09:00:00,M29,LRB-003,168,1,0.0091,PASS,缺料,QC-C,客户标准
QI-0029024,2024-06-25 04:00:00,M21,HND-004,28,0,0.0023,PASS,,QC-A,客户标准
QI-0029025,2024-04-07 06:00:00,M24,DUO-004,174,0,0.0053,PASS,,QC-C,客户标准
QI-0029026,2024-11-10 08:00:00,M18,TLM-028,38,0,0.009,PASS,,QC-A,客户标准
QI-0029027,2024-08-16 07:00:00,M16,BUM-004,75,0,0.0044,PASS,,QC-C,IATF 16949
QI-0029028,2024-12-14 17:00:00,M03,VEN-027,169,6,0.038,FAIL,熔接痕,QC-A,ISO 9001
QI-0029029,2024-12-28 14:00:00,M15,HND-013,103,0,0.0049,PASS,,QC-B,客户标准
QI-0029030,2024-04-01 03:00:00,M19,TLM-021,114,0,0.0038,PASS,,QC-C,客户标准
QI-0029031,2024-07-25 21:00:00,M19,BUM-028,60,0,0.001,PASS,,QC-B,IATF 16949
QI-0029032,2025-12-05 04:00:00,M28,LRB-017,186,2,0.0141,FAIL,缩痕,QC-B,ISO 9001
QI-0029033,2024-12-07 19:00:00,M05,CUP-009,92,1,0.0147,PASS,气泡,QC-A,客户标准
QI-0029034,2026-04-07 08:00:00,M04,DRH-020,101,0,0.003,PASS,,QC-D,IATF 16949
QI-0029035,2024-09-25 17:00:00,M15,HND-013,200,1,0.0069,PASS,熔接痕,QC-D,ISO 9001
QI-0029036,2025-07-25 00:00:00,M27,LRB-016,86,1,0.0119,PASS,黑点,QC-C,IATF 16949
QI-0029037,2025-08-28 16:00:00,M12,CUP-003,173,0,0.0018,PASS,,QC-D,IATF 16949
QI-0029038,2025-06-07 21:00:00,M18,HND-005,82,0,0.0006,PASS,,QC-C,IATF 16949
QI-0029039,2025-04-06 13:00:00,M11,DRH-024,170,0,0.002,PASS,,QC-A,IATF 16949
QI-0029040,2025-12-04 20:00:00,M11,VEN-014,49,0,0.0061,PASS,,QC-C,IATF 16949
QI-0029041,2025-06-03 13:00:00,M07,CUP-011,187,2,0.0109,FAIL,黑点,QC-B,ISO 9001
QI-0029042,2024-07-31 17:00:00,M20,TLM-026,109,0,0.002,PASS,,QC-C,客户标准
QI-0029043,2024-12-21 18:00:00,M19,HND-023,163,0,0.0014,PASS,,QC-C,客户标准
QI-0029044,2025-07-15 04:00:00,M25,WLC-019,152,0,0.0051,PASS,,QC-B,IATF 16949
QI-0029045,2024-04-19 07:00:00,M27,LFR-003,164,0,0.0059,PASS,,QC-B,客户标准
QI-0029046,2024-04-23 08:00:00,M24,WLC-015,41,0,0.018,PASS,,QC-B,IATF 16949
QI-0029047,2024-10-07 13:00:00,M23,TLP-003,173,0,0.0047,PASS,,QC-A,ISO 9001
QI-0029048,2025-04-21 09:00:00,M17,HND-010,95,0,0.0062,PASS,,QC-B,客户标准
QI-0029049,2025-03-31 05:00:00,M20,TLM-023,105,0,0.0042,PASS,,QC-A,IATF 16949
QI-0029050,2025-10-19 14:00:00,M09,CUP-014,95,0,0.002,PASS,,QC-A,客户标准
QI-0029051,2025-05-11 06:00:00,M11,VEN-017,174,4,0.0272,FAIL,缺料,QC-D,ISO 9001
QI-0029052,2024-10-02 19:00:00,M01,CUP-018,39,1,0.0288,PASS,飞边,QC-D,客户标准
QI-0029053,2024-03-20 20:00:00,M01,DRH-014,100,0,0.0028,PASS,,QC-D,ISO 9001
QI-0029054,2024-03-27 16:00:00,M14,BUM-009,72,1,0.0157,PASS,缩痕,QC-A,客户标准
QI-0029055,2025-02-04 00:00:00,M28,LRB-014,47,0,0.005,PASS,,QC-A,ISO 9001
QI-0029056,2024-08-27 19:00:00,M21,TLM-028,157,3,0.021,PASS,黑点,QC-A,IATF 16949
QI-0029057,2024-07-18 17:00:00,M08,CUP-010,66,0,0.004,PASS,,QC-D,ISO 9001
QI-0029058,2024-06-08 10:00:00,M14,TLM-003,138,0,0.0036,PASS,,QC-D,客户标准
QI-0029059,2026-01-22 06:00:00,M24,WLC-007,137,0,0.0015,PASS,,QC-B,IATF 16949
QI-0029060,2024-07-21 07:00:00,M22,HND-005,34,0,0.0039,PASS,,QC-D,客户标准
QI-0029061,2024-12-15 06:00:00,M07,CUP-027,162,0,0.0061,PASS,,QC-B,ISO 9001
QI-0029062,2025-04-29 09:00:00,M22,BUM-017,86,0,0.0102,PASS,,QC-D,客户标准
QI-0029063,2024-11-09 14:00:00,M28,LFR-004,68,1,0.0209,PASS,银纹,QC-A,ISO 9001
QI-0029064,2025-01-22 12:00:00,M29,LRB-016,170,1,0.0075,PASS,色差,QC-C,客户标准
QI-0029065,2024-08-27 17:00:00,M25,TLP-003,82,0,0.0113,PASS,,QC-C,客户标准
QI-0029066,2026-03-27 04:00:00,M16,TLM-013,182,5,0.0288,PASS,熔接痕,QC-D,客户标准
QI-0029067,2025-09-11 10:00:00,M16,TLM-013,20,0,0.0073,PASS,,QC-B,ISO 9001
QI-0029068,2025-03-02 09:00:00,M06,CUP-020,171,0,0.0008,PASS,,QC-B,IATF 16949
QI-0029069,2025-06-30 01:00:00,M24,DUO-022,185,6,0.0377,PASS,色差,QC-D,IATF 16949
QI-0029070,2024-05-11 22:00:00,M17,BUM-014,158,1,0.0103,PASS,缺料,QC-C,ISO 9001
QI-0029071,2025-05-04 20:00:00,M10,DRH-005,81,0,0.0053,PASS,,QC-A,IATF 16949
QI-0029072,2025-06-05 08:00:00,M25,DUO-007,78,0,0.0039,PASS,,QC-B,客户标准
QI-0029073,2026-01-25 04:00:00,M01,CUP-001,59,0,0.0066,PASS,,QC-D,客户标准
QI-0029074,2025-01-08 12:00:00,M21,BUM-011,26,0,0.0213,PASS,,QC-B,IATF 16949
QI-0029075,2024-05-04 18:00:00,M08,DRH-002,86,4,0.05,PASS,尺寸不合格,QC-D,ISO 9001
QI-0029076,2025-08-15 07:00:00,M08,VEN-027,99,0,0.0041,PASS,,QC-A,IATF 16949
QI-0029077,2024-08-07 13:00:00,M06,CUP-006,125,0,0.0067,PASS,,QC-C,IATF 16949
QI-0029078,2025-05-05 06:00:00,M18,HND-008,158,3,0.0225,FAIL,熔接痕,QC-B,ISO 9001
QI-0029079,2024-07-11 11:00:00,M25,WLC-005,56,0,0.0166,PASS,,QC-B,客户标准
QI-0029080,2025-05-07 12:00:00,M14,BUM-013,149,5,0.0397,PASS,银纹,QC-B,IATF 16949
QI-0029081,2025-07-21 01:00:00,M21,BUM-019,199,0,0.0017,PASS,,QC-D,ISO 9001
QI-0029082,2025-08-09 05:00:00,M03,VEN-025,198,0,0.0032,PASS,,QC-D,IATF 16949
QI-0029083,2024-10-15 20:00:00,M24,DUO-017,115,0,0.0022,PASS,,QC-B,IATF 16949
QI-0029084,2024-07-31 09:00:00,M01,DRH-021,132,4,0.0346,PASS,黑点,QC-B,IATF 16949
QI-0029085,2025-09-15 17:00:00,M05,DRH-015,134,1,0.0124,FAIL,缺料,QC-B,客户标准
QI-0029086,2025-06-27 14:00:00,M21,BUM-006,150,3,0.0252,PASS,熔接痕,QC-B,客户标准
QI-0029087,2025-12-16 20:00:00,M13,DRH-027,60,0,0.0014,PASS,,QC-B,客户标准
QI-0029088,2025-04-12 09:00:00,M09,DRH-026,40,0,0.0162,PASS,,QC-D,ISO 9001
QI-0029089,2024-05-28 20:00:00,M16,BUM-015,61,1,0.0217,FAIL,变形,QC-A,客户标准
QI-0029090,2025-05-17 02:00:00,M17,TLM-006,71,0,0.0089,PASS,,QC-B,ISO 9001
QI-0029091,2025-09-10 10:00:00,M28,LRB-022,158,1,0.0122,FAIL,气泡,QC-B,IATF 16949
QI-0029092,2025-03-08 04:00:00,M01,VEN-009,197,0,0.0002,PASS,,QC-B,客户标准
QI-0029093,2025-05-26 02:00:00,M16,BUM-025,35,1,0.0297,PASS,银纹,QC-C,IATF 16949
QI-0029094,2025-05-15 04:00:00,M24,TLP-022,28,0,0.0046,PASS,,QC-A,客户标准
QI-0029095,2024-06-23 08:00:00,M19,TLM-003,172,0,0.0042,PASS,,QC-D,IATF 16949
QI-0029096,2024-04-05 09:00:00,M09,VEN-003,95,3,0.0343,PASS,气泡,QC-A,IATF 16949
QI-0029097,2026-04-02 04:00:00,M05,CUP-012,108,1,0.0155,PASS,银纹,QC-C,ISO 9001
QI-0029098,2026-02-24 18:00:00,M25,DUO-002,165,1,0.0078,PASS,气泡,QC-C,IATF 16949
QI-0029099,2024-12-28 18:00:00,M19,HND-004,68,1,0.0151,PASS,气泡,QC-D,ISO 9001
QI-0029100,2026-03-04 12:00:00,M23,WLC-013,96,1,0.0165,PASS,熔接痕,QC-A,客户标准
QI-0029101,2025-09-18 21:00:00,M28,LFR-003,94,1,0.0146,PASS,缩痕,QC-B,客户标准
QI-0029102,2025-07-01 21:00:00,M06,CUP-013,165,2,0.0159,PASS,变形,QC-C,ISO 9001
QI-0029103,2024-11-22 19:00:00,M28,LRB-020,20,0,0.0123,PASS,,QC-D,IATF 16949
QI-0029104,2026-04-14 12:00:00,M29,LFR-018,27,1,0.038,FAIL,缩痕,QC-D,客户标准
QI-0029105,2025-04-18 20:00:00,M28,LFR-021,176,2,0.012,PASS,银纹,QC-C,ISO 9001
QI-0029106,2024-09-29 21:00:00,M28,LRB-011,22,1,0.05,PASS,气泡,QC-D,IATF 16949
QI-0029107,2026-03-11 08:00:00,M12,DRH-022,20,0,0.0081,PASS,,QC-D,客户标准
QI-0029108,2025-08-23 14:00:00,M01,CUP-009,48,0,0.0096,PASS,,QC-A,ISO 9001
QI-0029109,2025-07-16 18:00:00,M29,LRB-018,57,0,0.0108,PASS,,QC-D,ISO 9001
QI-0029110,2025-06-01 17:00:00,M20,BUM-018,33,0,0.0018,PASS,,QC-C,ISO 9001
QI-0029111,2024-12-26 16:00:00,M03,VEN-002,147,0,0.0009,PASS,,QC-B,客户标准
QI-0029112,2026-01-23 21:00:00,M03,VEN-002,177,0,0.0025,PASS,,QC-C,客户标准
QI-0029113,2026-04-23 09:00:00,M12,CUP-030,134,2,0.0188,PASS,变形,QC-B,IATF 16949
QI-0029114,2024-04-08 23:00:00,M06,DRH-025,121,0,0.0032,PASS,,QC-C,ISO 9001
QI-0029115,2025-08-27 14:00:00,M17,BUM-021,94,1,0.0182,PASS,银纹,QC-D,ISO 9001
QI-0029116,2025-09-26 02:00:00,M01,CUP-025,175,0,0.0043,PASS,,QC-D,ISO 9001
QI-0029117,2025-09-12 10:00:00,M07,VEN-006,43,0,0.0018,PASS,,QC-B,客户标准
QI-0029118,2026-03-15 16:00:00,M04,CUP-005,200,3,0.0188,PASS,黑点,QC-D,ISO 9001
QI-0029119,2025-02-23 23:00:00,M14,TLM-009,111,0,0.0062,PASS,,QC-D,ISO 9001
QI-0029120,2025-03-01 03:00:00,M14,BUM-004,136,5,0.0375,PASS,黑点,QC-A,ISO 9001
QI-0029121,2025-11-21 10:00:00,M04,DRH-020,168,1,0.0074,PASS,缩痕,QC-B,ISO 9001
QI-0029122,2024-09-22 23:00:00,M22,TLM-014,138,2,0.0195,PASS,尺寸不合格,QC-D,IATF 16949
QI-0029123,2024-06-18 00:00:00,M04,CUP-014,165,3,0.0211,PASS,缺料,QC-C,ISO 9001
QI-0029124,2025-03-19 06:00:00,M24,DUO-024,127,1,0.0153,PASS,尺寸不合格,QC-C,ISO 9001
QI-0029125,2024-03-04 12:00:00,M07,DRH-001,38,0,0.007,PASS,,QC-D,ISO 9001
QI-0029126,2026-03-09 09:00:00,M25,WLC-002,186,0,0.0013,PASS,,QC-A,客户标准
QI-0029127,2025-08-13 06:00:00,M21,BUM-024,109,0,0.0035,PASS,,QC-D,IATF 16949
QI-0029128,2024-09-05 17:00:00,M05,DRH-024,54,0,0.0072,PASS,,QC-B,IATF 16949
QI-0029129,2024-08-31 08:00:00,M29,LFR-017,162,0,0.0038,PASS,,QC-C,IATF 16949
QI-0029130,2026-03-16 18:00:00,M11,VEN-017,50,0,0.0098,PASS,,QC-B,ISO 9001
QI-0029131,2024-10-12 17:00:00,M05,VEN-024,55,1,0.0295,PASS,气泡,QC-A,IATF 16949
QI-0029132,2026-02-06 19:00:00,M06,CUP-025,117,5,0.0442,PASS,熔接痕,QC-A,客户标准
QI-0029133,2025-02-16 22:00:00,M14,HND-023,135,2,0.019,PASS,尺寸不合格,QC-B,ISO 9001
QI-0029134,2024-10-31 07:00:00,M08,DRH-007,185,0,0.0052,PASS,,QC-A,ISO 9001
QI-0029135,2025-12-11 18:00:00,M06,VEN-008,101,1,0.0165,PASS,飞边,QC-A,IATF 16949
QI-0029136,2025-05-29 01:00:00,M13,VEN-029,133,1,0.0137,PASS,黑点,QC-B,客户标准
QI-0029137,2024-12-22 22:00:00,M03,VEN-009,160,0,0.0017,PASS,,QC-C,IATF 16949
QI-0029138,2025-08-29 21:00:00,M27,LRB-001,157,0,0.0057,PASS,,QC-D,客户标准
QI-0029139,2024-07-03 23:00:00,M25,WLC-023,81,0,0.004,PASS,,QC-C,IATF 16949
QI-0029140,2024-08-26 17:00:00,M06,VEN-006,67,0,0.0054,PASS,,QC-D,ISO 9001
QI-0029141,2026-03-16 17:00:00,M21,BUM-022,108,2,0.0224,PASS,飞边,QC-D,IATF 16949
QI-0029142,2026-03-17 14:00:00,M03,VEN-013,85,0,0.0097,PASS,,QC-D,客户标准
QI-0029143,2025-09-18 21:00:00,M20,TLM-019,163,3,0.0226,PASS,黑点,QC-A,IATF 16949
QI-0029144,2025-01-25 22:00:00,M23,WLC-003,88,3,0.0415,FAIL,黑点,QC-A,客户标准
QI-0029145,2024-06-02 22:00:00,M20,TLM-027,55,0,0.0069,PASS,,QC-B,ISO 9001
QI-0029146,2025-04-19 20:00:00,M16,BUM-020,118,3,0.0291,PASS,黑点,QC-A,ISO 9001
QI-0029147,2024-05-30 17:00:00,M26,LFR-010,122,2,0.02,FAIL,尺寸不合格,QC-C,客户标准
QI-0029148,2025-01-20 02:00:00,M28,LRB-018,132,0,0.002,PASS,,QC-B,IATF 16949
QI-0029149,2025-05-21 12:00:00,M27,LRB-006,64,1,0.0203,PASS,缺料,QC-D,ISO 9001
QI-0029150,2024-06-07 04:00:00,M24,TLP-002,174,1,0.0105,PASS,黑点,QC-A,ISO 9001
QI-0029151,2024-11-15 08:00:00,M04,CUP-012,61,3,0.05,PASS,黑点,QC-A,IATF 16949
QI-0029152,2025-07-11 12:00:00,M16,TLM-020,136,4,0.0314,PASS,黑点,QC-B,IATF 16949
QI-0029153,2025-05-24 07:00:00,M24,DUO-002,108,2,0.0229,PASS,黑点,QC-A,ISO 9001
QI-0029154,2025-08-17 11:00:00,M08,CUP-009,107,2,0.0264,PASS,黑点,QC-A,IATF 16949
QI-0029155,2026-03-20 23:00:00,M11,DRH-001,40,1,0.0316,PASS,变形,QC-B,ISO 9001
QI-0029156,2025-06-22 07:00:00,M22,TLM-013,124,1,0.0139,PASS,熔接痕,QC-C,IATF 16949
QI-0029157,2024-01-13 14:00:00,M02,VEN-019,98,2,0.023,PASS,飞边,QC-A,IATF 16949
QI-0029158,2026-04-09 00:00:00,M20,HND-003,103,3,0.0312,PASS,变形,QC-C,客户标准
QI-0029159,2024-03-10 10:00:00,M01,CUP-008,86,1,0.014,PASS,变形,QC-C,ISO 9001
QI-0029160,2025-02-22 14:00:00,M24,DUO-009,105,0,0.0086,PASS,,QC-D,客户标准
QI-0029161,2025-02-03 00:00:00,M27,LFR-015,106,0,0.0017,PASS,,QC-D,IATF 16949
QI-0029162,2025-01-16 16:00:00,M09,VEN-023,150,1,0.0099,PASS,银纹,QC-A,ISO 9001
QI-0029163,2024-04-05 19:00:00,M03,DRH-011,191,0,0.0032,PASS,,QC-C,客户标准
QI-0029164,2026-01-20 05:00:00,M15,HND-025,129,1,0.0138,PASS,熔接痕,QC-D,IATF 16949
